Institute,Audience,Operations Lead,Hero Image,Hero Image Alt,Hub Image,Hub Image Alt,Preparation,Key Dates,Agenda Days,Experience,FAQs,Hero Eyebrow,Hero Intro,Hero CTA Label,Hero CTA URL,Welcome Eyebrow,Welcome Title,Welcome Intro,Welcome Body,Preparation Eyebrow,Preparation Title,Preparation Intro,Key Dates Eyebrow,Key Dates Title,Key Dates Intro,Agenda Eyebrow,Agenda Title,Agenda Intro,Agenda CTA Label,Hub Eyebrow,Hub Title,Hub Body,Hub URL,Hub CTA Label,Hotel Eyebrow,Hotel Title,Experience Eyebrow,Experience Title,Experience Intro,Support Eyebrow,Support Title,Support Body,Support URL,Support CTA Label,Contact Eyebrow,Contact Title,Contact Intro,KBYG Reservation Details,Name,Slug
hit-2027,delegate,,,,,,,,,,,2027-06-06 – 2027-06-08,Placeholder — This Delegate guide is awaiting Operations confirmation.,VIEW INSTITUTE GUIDE,#welcome,WELCOME,Your Delegate guide.,<p>Placeholder — Event arrangements and instructions are awaiting Operations confirmation.</p>,<p>Placeholder — Delegate welcome information is awaiting Operations confirmation.</p>,BEFORE YOU ARRIVE,Preparing for your Institute.,Placeholder — Delegate preparation instructions are awaiting Operations confirmation.,MARK YOUR CALENDAR,Key Dates & Deliverables.,Placeholder — Delegate deadlines are awaiting Operations confirmation.,EVENT PROGRAM,Institute Agenda,Placeholder — The event agenda is awaiting Operations confirmation.,VIEW FULL INSTITUTE AGENDA,EVENT ACCESS,Attendee Hub.,<p>Placeholder — Delegate MeetMax access and login instructions are awaiting Operations confirmation.</p>,,OPEN ATTENDEE HUB,HOTEL & TRAVEL,Hotel & Travel.,YOUR EXPERIENCE,Your Institute Experience.,Placeholder — Delegate experience details are awaiting Operations confirmation.,,,,,,OPERATIONS CONTACT,Questions Before You Go?,Placeholder — The Operations contact is awaiting confirmation.,"<p>Placeholder — Delegate reservation instructions, eligibility, rates and deadlines are awaiting Operations confirmation.</p>",210. HIT 2027 Delegate,hit-2027-delegate
hit-2027,sponsor,,,,,,,,,,,2027-06-06 – 2027-06-08,Placeholder — This Sponsor guide is awaiting Operations confirmation.,VIEW INSTITUTE GUIDE,#welcome,WELCOME,Your Sponsor guide.,<p>Placeholder — Event arrangements and instructions are awaiting Operations confirmation.</p>,<p>Placeholder — Sponsor welcome information is awaiting Operations confirmation.</p>,BEFORE YOU ARRIVE,Preparing for your Institute.,Placeholder — Sponsor preparation instructions are awaiting Operations confirmation.,MARK YOUR CALENDAR,Key Dates & Deliverables.,Placeholder — Sponsor deadlines are awaiting Operations confirmation.,EVENT PROGRAM,Institute Agenda,Placeholder — The event agenda is awaiting Operations confirmation.,VIEW FULL INSTITUTE AGENDA,EVENT ACCESS,Sponsor Hub.,<p>Placeholder — Sponsor MeetMax access and login instructions are awaiting Operations confirmation.</p>,,OPEN SPONSOR HUB,HOTEL & TRAVEL,Hotel & Travel.,YOUR EXPERIENCE,Your Institute Experience.,Placeholder — Sponsor experience details are awaiting Operations confirmation.,SPONSOR SUPPORT,Sponsor Support.,<p>Placeholder — Sponsor support instructions and destination are awaiting Operations confirmation.</p>,,SPONSOR SUPPORT,OPERATIONS CONTACT,Questions Before You Go?,Placeholder — The Operations contact is awaiting confirmation.,"<p>Placeholder — Sponsor reservation instructions, eligibility, rates and deadlines are awaiting Operations confirmation.</p>",210. HIT 2027 Sponsor,hit-2027-sponsor
ehs-july-2027,delegate,,,,,,,,,,,2027-07-25 – 2027-07-27,Placeholder — This Delegate guide is awaiting Operations confirmation.,VIEW INSTITUTE GUIDE,#welcome,WELCOME,Your Delegate guide.,<p>Placeholder — Event arrangements and instructions are awaiting Operations confirmation.</p>,<p>Placeholder — Delegate welcome information is awaiting Operations confirmation.</p>,BEFORE YOU ARRIVE,Preparing for your Institute.,Placeholder — Delegate preparation instructions are awaiting Operations confirmation.,MARK YOUR CALENDAR,Key Dates & Deliverables.,Placeholder — Delegate deadlines are awaiting Operations confirmation.,EVENT PROGRAM,Institute Agenda,Placeholder — The event agenda is awaiting Operations confirmation.,VIEW FULL INSTITUTE AGENDA,EVENT ACCESS,Attendee Hub.,<p>Placeholder — Delegate MeetMax access and login instructions are awaiting Operations confirmation.</p>,,OPEN ATTENDEE HUB,HOTEL & TRAVEL,Hotel & Travel.,YOUR EXPERIENCE,Your Institute Experience.,Placeholder — Delegate experience details are awaiting Operations confirmation.,,,,,,OPERATIONS CONTACT,Questions Before You Go?,Placeholder — The Operations contact is awaiting confirmation.,"<p>Placeholder — Delegate reservation instructions, eligibility, rates and deadlines are awaiting Operations confirmation.</p>",212. EHS July 2027 Delegate,ehs-july-2027-delegate
ehs-july-2027,sponsor,,,,,,,,,,,2027-07-25 – 2027-07-27,Placeholder — This Sponsor guide is awaiting Operations confirmation.,VIEW INSTITUTE GUIDE,#welcome,WELCOME,Your Sponsor guide.,<p>Placeholder — Event arrangements and instructions are awaiting Operations confirmation.</p>,<p>Placeholder — Sponsor welcome information is awaiting Operations confirmation.</p>,BEFORE YOU ARRIVE,Preparing for your Institute.,Placeholder — Sponsor preparation instructions are awaiting Operations confirmation.,MARK YOUR CALENDAR,Key Dates & Deliverables.,Placeholder — Sponsor deadlines are awaiting Operations confirmation.,EVENT PROGRAM,Institute Agenda,Placeholder — The event agenda is awaiting Operations confirmation.,VIEW FULL INSTITUTE AGENDA,EVENT ACCESS,Sponsor Hub.,<p>Placeholder — Sponsor MeetMax access and login instructions are awaiting Operations confirmation.</p>,,OPEN SPONSOR HUB,HOTEL & TRAVEL,Hotel & Travel.,YOUR EXPERIENCE,Your Institute Experience.,Placeholder — Sponsor experience details are awaiting Operations confirmation.,SPONSOR SUPPORT,Sponsor Support.,<p>Placeholder — Sponsor support instructions and destination are awaiting Operations confirmation.</p>,,SPONSOR SUPPORT,OPERATIONS CONTACT,Questions Before You Go?,Placeholder — The Operations contact is awaiting confirmation.,"<p>Placeholder — Sponsor reservation instructions, eligibility, rates and deadlines are awaiting Operations confirmation.</p>",212. EHS July 2027 Sponsor,ehs-july-2027-sponsor
213-cldi-sept-2027,delegate,,,,,,,,,,,2027-09-12 – 2027-09-14,Placeholder — This Delegate guide is awaiting Operations confirmation.,VIEW INSTITUTE GUIDE,#welcome,WELCOME,Your Delegate guide.,<p>Placeholder — Event arrangements and instructions are awaiting Operations confirmation.</p>,<p>Placeholder — Delegate welcome information is awaiting Operations confirmation.</p>,BEFORE YOU ARRIVE,Preparing for your Institute.,Placeholder — Delegate preparation instructions are awaiting Operations confirmation.,MARK YOUR CALENDAR,Key Dates & Deliverables.,Placeholder — Delegate deadlines are awaiting Operations confirmation.,EVENT PROGRAM,Institute Agenda,Placeholder — The event agenda is awaiting Operations confirmation.,VIEW FULL INSTITUTE AGENDA,EVENT ACCESS,Attendee Hub.,<p>Placeholder — Delegate MeetMax access and login instructions are awaiting Operations confirmation.</p>,,OPEN ATTENDEE HUB,HOTEL & TRAVEL,Hotel & Travel.,YOUR EXPERIENCE,Your Institute Experience.,Placeholder — Delegate experience details are awaiting Operations confirmation.,,,,,,OPERATIONS CONTACT,Questions Before You Go?,Placeholder — The Operations contact is awaiting confirmation.,"<p>Placeholder — Delegate reservation instructions, eligibility, rates and deadlines are awaiting Operations confirmation.</p>",213. CLDI Sept 2027 Delegate,213-cldi-sept-2027-delegate
213-cldi-sept-2027,sponsor,,,,,,,,,,,2027-09-12 – 2027-09-14,Placeholder — This Sponsor guide is awaiting Operations confirmation.,VIEW INSTITUTE GUIDE,#welcome,WELCOME,Your Sponsor guide.,<p>Placeholder — Event arrangements and instructions are awaiting Operations confirmation.</p>,<p>Placeholder — Sponsor welcome information is awaiting Operations confirmation.</p>,BEFORE YOU ARRIVE,Preparing for your Institute.,Placeholder — Sponsor preparation instructions are awaiting Operations confirmation.,MARK YOUR CALENDAR,Key Dates & Deliverables.,Placeholder — Sponsor deadlines are awaiting Operations confirmation.,EVENT PROGRAM,Institute Agenda,Placeholder — The event agenda is awaiting Operations confirmation.,VIEW FULL INSTITUTE AGENDA,EVENT ACCESS,Sponsor Hub.,<p>Placeholder — Sponsor MeetMax access and login instructions are awaiting Operations confirmation.</p>,,OPEN SPONSOR HUB,HOTEL & TRAVEL,Hotel & Travel.,YOUR EXPERIENCE,Your Institute Experience.,Placeholder — Sponsor experience details are awaiting Operations confirmation.,SPONSOR SUPPORT,Sponsor Support.,<p>Placeholder — Sponsor support instructions and destination are awaiting Operations confirmation.</p>,,SPONSOR SUPPORT,OPERATIONS CONTACT,Questions Before You Go?,Placeholder — The Operations contact is awaiting confirmation.,"<p>Placeholder — Sponsor reservation instructions, eligibility, rates and deadlines are awaiting Operations confirmation.</p>",213. CLDI Sept 2027 Sponsor,213-cldi-sept-2027-sponsor
214-hgc-sept-2027,delegate,,,,,,,,,,,2027-09-12 – 2027-09-14,Placeholder — This Delegate guide is awaiting Operations confirmation.,VIEW INSTITUTE GUIDE,#welcome,WELCOME,Your Delegate guide.,<p>Placeholder — Event arrangements and instructions are awaiting Operations confirmation.</p>,<p>Placeholder — Delegate welcome information is awaiting Operations confirmation.</p>,BEFORE YOU ARRIVE,Preparing for your Institute.,Placeholder — Delegate preparation instructions are awaiting Operations confirmation.,MARK YOUR CALENDAR,Key Dates & Deliverables.,Placeholder — Delegate deadlines are awaiting Operations confirmation.,EVENT PROGRAM,Institute Agenda,Placeholder — The event agenda is awaiting Operations confirmation.,VIEW FULL INSTITUTE AGENDA,EVENT ACCESS,Attendee Hub.,<p>Placeholder — Delegate MeetMax access and login instructions are awaiting Operations confirmation.</p>,,OPEN ATTENDEE HUB,HOTEL & TRAVEL,Hotel & Travel.,YOUR EXPERIENCE,Your Institute Experience.,Placeholder — Delegate experience details are awaiting Operations confirmation.,,,,,,OPERATIONS CONTACT,Questions Before You Go?,Placeholder — The Operations contact is awaiting confirmation.,"<p>Placeholder — Delegate reservation instructions, eligibility, rates and deadlines are awaiting Operations confirmation.</p>",214. HGC Sept 2027 Delegate,214-hgc-sept-2027-delegate
214-hgc-sept-2027,sponsor,,,,,,,,,,,2027-09-12 – 2027-09-14,Placeholder — This Sponsor guide is awaiting Operations confirmation.,VIEW INSTITUTE GUIDE,#welcome,WELCOME,Your Sponsor guide.,<p>Placeholder — Event arrangements and instructions are awaiting Operations confirmation.</p>,<p>Placeholder — Sponsor welcome information is awaiting Operations confirmation.</p>,BEFORE YOU ARRIVE,Preparing for your Institute.,Placeholder — Sponsor preparation instructions are awaiting Operations confirmation.,MARK YOUR CALENDAR,Key Dates & Deliverables.,Placeholder — Sponsor deadlines are awaiting Operations confirmation.,EVENT PROGRAM,Institute Agenda,Placeholder — The event agenda is awaiting Operations confirmation.,VIEW FULL INSTITUTE AGENDA,EVENT ACCESS,Sponsor Hub.,<p>Placeholder — Sponsor MeetMax access and login instructions are awaiting Operations confirmation.</p>,,OPEN SPONSOR HUB,HOTEL & TRAVEL,Hotel & Travel.,YOUR EXPERIENCE,Your Institute Experience.,Placeholder — Sponsor experience details are awaiting Operations confirmation.,SPONSOR SUPPORT,Sponsor Support.,<p>Placeholder — Sponsor support instructions and destination are awaiting Operations confirmation.</p>,,SPONSOR SUPPORT,OPERATIONS CONTACT,Questions Before You Go?,Placeholder — The Operations contact is awaiting confirmation.,"<p>Placeholder — Sponsor reservation instructions, eligibility, rates and deadlines are awaiting Operations confirmation.</p>",214. HGC Sept 2027 Sponsor,214-hgc-sept-2027-sponsor
215-hchr-sept-2027,delegate,,,,,,,,,,,2027-09-19 – 2027-09-21,Placeholder — This Delegate guide is awaiting Operations confirmation.,VIEW INSTITUTE GUIDE,#welcome,WELCOME,Your Delegate guide.,<p>Placeholder — Event arrangements and instructions are awaiting Operations confirmation.</p>,<p>Placeholder — Delegate welcome information is awaiting Operations confirmation.</p>,BEFORE YOU ARRIVE,Preparing for your Institute.,Placeholder — Delegate preparation instructions are awaiting Operations confirmation.,MARK YOUR CALENDAR,Key Dates & Deliverables.,Placeholder — Delegate deadlines are awaiting Operations confirmation.,EVENT PROGRAM,Institute Agenda,Placeholder — The event agenda is awaiting Operations confirmation.,VIEW FULL INSTITUTE AGENDA,EVENT ACCESS,Attendee Hub.,<p>Placeholder — Delegate MeetMax access and login instructions are awaiting Operations confirmation.</p>,,OPEN ATTENDEE HUB,HOTEL & TRAVEL,Hotel & Travel.,YOUR EXPERIENCE,Your Institute Experience.,Placeholder — Delegate experience details are awaiting Operations confirmation.,,,,,,OPERATIONS CONTACT,Questions Before You Go?,Placeholder — The Operations contact is awaiting confirmation.,"<p>Placeholder — Delegate reservation instructions, eligibility, rates and deadlines are awaiting Operations confirmation.</p>",215. HCHR Sept 2027 Delegate,215-hchr-sept-2027-delegate
215-hchr-sept-2027,sponsor,,,,,,,,,,,2027-09-19 – 2027-09-21,Placeholder — This Sponsor guide is awaiting Operations confirmation.,VIEW INSTITUTE GUIDE,#welcome,WELCOME,Your Sponsor guide.,<p>Placeholder — Event arrangements and instructions are awaiting Operations confirmation.</p>,<p>Placeholder — Sponsor welcome information is awaiting Operations confirmation.</p>,BEFORE YOU ARRIVE,Preparing for your Institute.,Placeholder — Sponsor preparation instructions are awaiting Operations confirmation.,MARK YOUR CALENDAR,Key Dates & Deliverables.,Placeholder — Sponsor deadlines are awaiting Operations confirmation.,EVENT PROGRAM,Institute Agenda,Placeholder — The event agenda is awaiting Operations confirmation.,VIEW FULL INSTITUTE AGENDA,EVENT ACCESS,Sponsor Hub.,<p>Placeholder — Sponsor MeetMax access and login instructions are awaiting Operations confirmation.</p>,,OPEN SPONSOR HUB,HOTEL & TRAVEL,Hotel & Travel.,YOUR EXPERIENCE,Your Institute Experience.,Placeholder — Sponsor experience details are awaiting Operations confirmation.,SPONSOR SUPPORT,Sponsor Support.,<p>Placeholder — Sponsor support instructions and destination are awaiting Operations confirmation.</p>,,SPONSOR SUPPORT,OPERATIONS CONTACT,Questions Before You Go?,Placeholder — The Operations contact is awaiting confirmation.,"<p>Placeholder — Sponsor reservation instructions, eligibility, rates and deadlines are awaiting Operations confirmation.</p>",215. HCHR Sept 2027 Sponsor,215-hchr-sept-2027-sponsor
216-ip-law-2027,delegate,,,,,,,,,,,2027-10-17 – 2027-10-19,Placeholder — This Delegate guide is awaiting Operations confirmation.,VIEW INSTITUTE GUIDE,#welcome,WELCOME,Your Delegate guide.,<p>Placeholder — Event arrangements and instructions are awaiting Operations confirmation.</p>,<p>Placeholder — Delegate welcome information is awaiting Operations confirmation.</p>,BEFORE YOU ARRIVE,Preparing for your Institute.,Placeholder — Delegate preparation instructions are awaiting Operations confirmation.,MARK YOUR CALENDAR,Key Dates & Deliverables.,Placeholder — Delegate deadlines are awaiting Operations confirmation.,EVENT PROGRAM,Institute Agenda,Placeholder — The event agenda is awaiting Operations confirmation.,VIEW FULL INSTITUTE AGENDA,EVENT ACCESS,Attendee Hub.,<p>Placeholder — Delegate MeetMax access and login instructions are awaiting Operations confirmation.</p>,,OPEN ATTENDEE HUB,HOTEL & TRAVEL,Hotel & Travel.,YOUR EXPERIENCE,Your Institute Experience.,Placeholder — Delegate experience details are awaiting Operations confirmation.,,,,,,OPERATIONS CONTACT,Questions Before You Go?,Placeholder — The Operations contact is awaiting confirmation.,"<p>Placeholder — Delegate reservation instructions, eligibility, rates and deadlines are awaiting Operations confirmation.</p>",216. IP Law 2027 Delegate,216-ip-law-2027-delegate
216-ip-law-2027,sponsor,,,,,,,,,,,2027-10-17 – 2027-10-19,Placeholder — This Sponsor guide is awaiting Operations confirmation.,VIEW INSTITUTE GUIDE,#welcome,WELCOME,Your Sponsor guide.,<p>Placeholder — Event arrangements and instructions are awaiting Operations confirmation.</p>,<p>Placeholder — Sponsor welcome information is awaiting Operations confirmation.</p>,BEFORE YOU ARRIVE,Preparing for your Institute.,Placeholder — Sponsor preparation instructions are awaiting Operations confirmation.,MARK YOUR CALENDAR,Key Dates & Deliverables.,Placeholder — Sponsor deadlines are awaiting Operations confirmation.,EVENT PROGRAM,Institute Agenda,Placeholder — The event agenda is awaiting Operations confirmation.,VIEW FULL INSTITUTE AGENDA,EVENT ACCESS,Sponsor Hub.,<p>Placeholder — Sponsor MeetMax access and login instructions are awaiting Operations confirmation.</p>,,OPEN SPONSOR HUB,HOTEL & TRAVEL,Hotel & Travel.,YOUR EXPERIENCE,Your Institute Experience.,Placeholder — Sponsor experience details are awaiting Operations confirmation.,SPONSOR SUPPORT,Sponsor Support.,<p>Placeholder — Sponsor support instructions and destination are awaiting Operations confirmation.</p>,,SPONSOR SUPPORT,OPERATIONS CONTACT,Questions Before You Go?,Placeholder — The Operations contact is awaiting confirmation.,"<p>Placeholder — Sponsor reservation instructions, eligibility, rates and deadlines are awaiting Operations confirmation.</p>",216. IP Law 2027 Sponsor,216-ip-law-2027-sponsor
217-hrmi-oct-2027,delegate,,,,,,,,,,,2027-10-17 – 2027-10-19,Placeholder — This Delegate guide is awaiting Operations confirmation.,VIEW INSTITUTE GUIDE,#welcome,WELCOME,Your Delegate guide.,<p>Placeholder — Event arrangements and instructions are awaiting Operations confirmation.</p>,<p>Placeholder — Delegate welcome information is awaiting Operations confirmation.</p>,BEFORE YOU ARRIVE,Preparing for your Institute.,Placeholder — Delegate preparation instructions are awaiting Operations confirmation.,MARK YOUR CALENDAR,Key Dates & Deliverables.,Placeholder — Delegate deadlines are awaiting Operations confirmation.,EVENT PROGRAM,Institute Agenda,Placeholder — The event agenda is awaiting Operations confirmation.,VIEW FULL INSTITUTE AGENDA,EVENT ACCESS,Attendee Hub.,<p>Placeholder — Delegate MeetMax access and login instructions are awaiting Operations confirmation.</p>,,OPEN ATTENDEE HUB,HOTEL & TRAVEL,Hotel & Travel.,YOUR EXPERIENCE,Your Institute Experience.,Placeholder — Delegate experience details are awaiting Operations confirmation.,,,,,,OPERATIONS CONTACT,Questions Before You Go?,Placeholder — The Operations contact is awaiting confirmation.,"<p>Placeholder — Delegate reservation instructions, eligibility, rates and deadlines are awaiting Operations confirmation.</p>",217. HRMI Oct 2027 Delegate,217-hrmi-oct-2027-delegate
217-hrmi-oct-2027,sponsor,,,,,,,,,,,2027-10-17 – 2027-10-19,Placeholder — This Sponsor guide is awaiting Operations confirmation.,VIEW INSTITUTE GUIDE,#welcome,WELCOME,Your Sponsor guide.,<p>Placeholder — Event arrangements and instructions are awaiting Operations confirmation.</p>,<p>Placeholder — Sponsor welcome information is awaiting Operations confirmation.</p>,BEFORE YOU ARRIVE,Preparing for your Institute.,Placeholder — Sponsor preparation instructions are awaiting Operations confirmation.,MARK YOUR CALENDAR,Key Dates & Deliverables.,Placeholder — Sponsor deadlines are awaiting Operations confirmation.,EVENT PROGRAM,Institute Agenda,Placeholder — The event agenda is awaiting Operations confirmation.,VIEW FULL INSTITUTE AGENDA,EVENT ACCESS,Sponsor Hub.,<p>Placeholder — Sponsor MeetMax access and login instructions are awaiting Operations confirmation.</p>,,OPEN SPONSOR HUB,HOTEL & TRAVEL,Hotel & Travel.,YOUR EXPERIENCE,Your Institute Experience.,Placeholder — Sponsor experience details are awaiting Operations confirmation.,SPONSOR SUPPORT,Sponsor Support.,<p>Placeholder — Sponsor support instructions and destination are awaiting Operations confirmation.</p>,,SPONSOR SUPPORT,OPERATIONS CONTACT,Questions Before You Go?,Placeholder — The Operations contact is awaiting confirmation.,"<p>Placeholder — Sponsor reservation instructions, eligibility, rates and deadlines are awaiting Operations confirmation.</p>",217. HRMI Oct 2027 Sponsor,217-hrmi-oct-2027-sponsor
218-cni-2027,delegate,,,,,,,,,,,2027-11-07 – 2027-11-09,Placeholder — This Delegate guide is awaiting Operations confirmation.,VIEW INSTITUTE GUIDE,#welcome,WELCOME,Your Delegate guide.,<p>Placeholder — Event arrangements and instructions are awaiting Operations confirmation.</p>,<p>Placeholder — Delegate welcome information is awaiting Operations confirmation.</p>,BEFORE YOU ARRIVE,Preparing for your Institute.,Placeholder — Delegate preparation instructions are awaiting Operations confirmation.,MARK YOUR CALENDAR,Key Dates & Deliverables.,Placeholder — Delegate deadlines are awaiting Operations confirmation.,EVENT PROGRAM,Institute Agenda,Placeholder — The event agenda is awaiting Operations confirmation.,VIEW FULL INSTITUTE AGENDA,EVENT ACCESS,Attendee Hub.,<p>Placeholder — Delegate MeetMax access and login instructions are awaiting Operations confirmation.</p>,,OPEN ATTENDEE HUB,HOTEL & TRAVEL,Hotel & Travel.,YOUR EXPERIENCE,Your Institute Experience.,Placeholder — Delegate experience details are awaiting Operations confirmation.,,,,,,OPERATIONS CONTACT,Questions Before You Go?,Placeholder — The Operations contact is awaiting confirmation.,"<p>Placeholder — Delegate reservation instructions, eligibility, rates and deadlines are awaiting Operations confirmation.</p>",218. CNI 2027 Delegate,218-cni-2027-delegate
218-cni-2027,sponsor,,,,,,,,,,,2027-11-07 – 2027-11-09,Placeholder — This Sponsor guide is awaiting Operations confirmation.,VIEW INSTITUTE GUIDE,#welcome,WELCOME,Your Sponsor guide.,<p>Placeholder — Event arrangements and instructions are awaiting Operations confirmation.</p>,<p>Placeholder — Sponsor welcome information is awaiting Operations confirmation.</p>,BEFORE YOU ARRIVE,Preparing for your Institute.,Placeholder — Sponsor preparation instructions are awaiting Operations confirmation.,MARK YOUR CALENDAR,Key Dates & Deliverables.,Placeholder — Sponsor deadlines are awaiting Operations confirmation.,EVENT PROGRAM,Institute Agenda,Placeholder — The event agenda is awaiting Operations confirmation.,VIEW FULL INSTITUTE AGENDA,EVENT ACCESS,Sponsor Hub.,<p>Placeholder — Sponsor MeetMax access and login instructions are awaiting Operations confirmation.</p>,,OPEN SPONSOR HUB,HOTEL & TRAVEL,Hotel & Travel.,YOUR EXPERIENCE,Your Institute Experience.,Placeholder — Sponsor experience details are awaiting Operations confirmation.,SPONSOR SUPPORT,Sponsor Support.,<p>Placeholder — Sponsor support instructions and destination are awaiting Operations confirmation.</p>,,SPONSOR SUPPORT,OPERATIONS CONTACT,Questions Before You Go?,Placeholder — The Operations contact is awaiting confirmation.,"<p>Placeholder — Sponsor reservation instructions, eligibility, rates and deadlines are awaiting Operations confirmation.</p>",218. CNI 2027 Sponsor,218-cni-2027-sponsor
219-cwi-2027,delegate,,,,,,,,,,,2027-11-07 – 2027-11-09,Placeholder — This Delegate guide is awaiting Operations confirmation.,VIEW INSTITUTE GUIDE,#welcome,WELCOME,Your Delegate guide.,<p>Placeholder — Event arrangements and instructions are awaiting Operations confirmation.</p>,<p>Placeholder — Delegate welcome information is awaiting Operations confirmation.</p>,BEFORE YOU ARRIVE,Preparing for your Institute.,Placeholder — Delegate preparation instructions are awaiting Operations confirmation.,MARK YOUR CALENDAR,Key Dates & Deliverables.,Placeholder — Delegate deadlines are awaiting Operations confirmation.,EVENT PROGRAM,Institute Agenda,Placeholder — The event agenda is awaiting Operations confirmation.,VIEW FULL INSTITUTE AGENDA,EVENT ACCESS,Attendee Hub.,<p>Placeholder — Delegate MeetMax access and login instructions are awaiting Operations confirmation.</p>,,OPEN ATTENDEE HUB,HOTEL & TRAVEL,Hotel & Travel.,YOUR EXPERIENCE,Your Institute Experience.,Placeholder — Delegate experience details are awaiting Operations confirmation.,,,,,,OPERATIONS CONTACT,Questions Before You Go?,Placeholder — The Operations contact is awaiting confirmation.,"<p>Placeholder — Delegate reservation instructions, eligibility, rates and deadlines are awaiting Operations confirmation.</p>",219. CWI 2027 Delegate,219-cwi-2027-delegate
219-cwi-2027,sponsor,,,,,,,,,,,2027-11-07 – 2027-11-09,Placeholder — This Sponsor guide is awaiting Operations confirmation.,VIEW INSTITUTE GUIDE,#welcome,WELCOME,Your Sponsor guide.,<p>Placeholder — Event arrangements and instructions are awaiting Operations confirmation.</p>,<p>Placeholder — Sponsor welcome information is awaiting Operations confirmation.</p>,BEFORE YOU ARRIVE,Preparing for your Institute.,Placeholder — Sponsor preparation instructions are awaiting Operations confirmation.,MARK YOUR CALENDAR,Key Dates & Deliverables.,Placeholder — Sponsor deadlines are awaiting Operations confirmation.,EVENT PROGRAM,Institute Agenda,Placeholder — The event agenda is awaiting Operations confirmation.,VIEW FULL INSTITUTE AGENDA,EVENT ACCESS,Sponsor Hub.,<p>Placeholder — Sponsor MeetMax access and login instructions are awaiting Operations confirmation.</p>,,OPEN SPONSOR HUB,HOTEL & TRAVEL,Hotel & Travel.,YOUR EXPERIENCE,Your Institute Experience.,Placeholder — Sponsor experience details are awaiting Operations confirmation.,SPONSOR SUPPORT,Sponsor Support.,<p>Placeholder — Sponsor support instructions and destination are awaiting Operations confirmation.</p>,,SPONSOR SUPPORT,OPERATIONS CONTACT,Questions Before You Go?,Placeholder — The Operations contact is awaiting confirmation.,"<p>Placeholder — Sponsor reservation instructions, eligibility, rates and deadlines are awaiting Operations confirmation.</p>",219. CWI 2027 Sponsor,219-cwi-2027-sponsor
220-hr-can-2027,delegate,,,,,,,,,,,2027-11-21 – 2027-11-23,Placeholder — This Delegate guide is awaiting Operations confirmation.,VIEW INSTITUTE GUIDE,#welcome,WELCOME,Your Delegate guide.,<p>Placeholder — Event arrangements and instructions are awaiting Operations confirmation.</p>,<p>Placeholder — Delegate welcome information is awaiting Operations confirmation.</p>,BEFORE YOU ARRIVE,Preparing for your Institute.,Placeholder — Delegate preparation instructions are awaiting Operations confirmation.,MARK YOUR CALENDAR,Key Dates & Deliverables.,Placeholder — Delegate deadlines are awaiting Operations confirmation.,EVENT PROGRAM,Institute Agenda,Placeholder — The event agenda is awaiting Operations confirmation.,VIEW FULL INSTITUTE AGENDA,EVENT ACCESS,Attendee Hub.,<p>Placeholder — Delegate MeetMax access and login instructions are awaiting Operations confirmation.</p>,,OPEN ATTENDEE HUB,HOTEL & TRAVEL,Hotel & Travel.,YOUR EXPERIENCE,Your Institute Experience.,Placeholder — Delegate experience details are awaiting Operations confirmation.,,,,,,OPERATIONS CONTACT,Questions Before You Go?,Placeholder — The Operations contact is awaiting confirmation.,"<p>Placeholder — Delegate reservation instructions, eligibility, rates and deadlines are awaiting Operations confirmation.</p>",220. HR Can 2027 Delegate,220-hr-can-2027-delegate
220-hr-can-2027,sponsor,,,,,,,,,,,2027-11-21 – 2027-11-23,Placeholder — This Sponsor guide is awaiting Operations confirmation.,VIEW INSTITUTE GUIDE,#welcome,WELCOME,Your Sponsor guide.,<p>Placeholder — Event arrangements and instructions are awaiting Operations confirmation.</p>,<p>Placeholder — Sponsor welcome information is awaiting Operations confirmation.</p>,BEFORE YOU ARRIVE,Preparing for your Institute.,Placeholder — Sponsor preparation instructions are awaiting Operations confirmation.,MARK YOUR CALENDAR,Key Dates & Deliverables.,Placeholder — Sponsor deadlines are awaiting Operations confirmation.,EVENT PROGRAM,Institute Agenda,Placeholder — The event agenda is awaiting Operations confirmation.,VIEW FULL INSTITUTE AGENDA,EVENT ACCESS,Sponsor Hub.,<p>Placeholder — Sponsor MeetMax access and login instructions are awaiting Operations confirmation.</p>,,OPEN SPONSOR HUB,HOTEL & TRAVEL,Hotel & Travel.,YOUR EXPERIENCE,Your Institute Experience.,Placeholder — Sponsor experience details are awaiting Operations confirmation.,SPONSOR SUPPORT,Sponsor Support.,<p>Placeholder — Sponsor support instructions and destination are awaiting Operations confirmation.</p>,,SPONSOR SUPPORT,OPERATIONS CONTACT,Questions Before You Go?,Placeholder — The Operations contact is awaiting confirmation.,"<p>Placeholder — Sponsor reservation instructions, eligibility, rates and deadlines are awaiting Operations confirmation.</p>",220. HR Can 2027 Sponsor,220-hr-can-2027-sponsor
